path,strain_heterogeneity,assembly_approach
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.58_SRR1761700.cmseq.csv,4.673913043,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.68_SRR1761674.cmseq.csv,5.174463324,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.83_SRR1761674.cmseq.csv,2.582956963,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.84_SRR1761700.cmseq.csv,3.523288232,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.80_SRR1761674.cmseq.csv,0.044941984,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.108_SRR1761700.cmseq.csv,5.116172972,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.5_SRR1761700.cmseq.csv,0.346025589,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.61_SRR1761674.cmseq.csv,1.703732605,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.91_SRR1761674.cmseq.csv,3.449819786,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.28_SRR1761674.cmseq.csv,4.308547603,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.82_SRR1761674.cmseq.csv,3.194485621,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.23_SRR1761700.cmseq.csv,2.301609468,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.49_SRR1761674.cmseq.csv,5.171121659,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.110_SRR1761700.cmseq.csv,1.869313678,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.56_SRR1761674.cmseq.csv,7.181984175,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.51_SRR1761700.cmseq.csv,0.55798931,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.59_SRR1761674.cmseq.csv,0.630914826,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.106_SRR1761674.cmseq.csv,5.904288378,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.40_SRR1761700.cmseq.csv,3.91502437,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.52_SRR1761674.cmseq.csv,7.729544035,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.96_SRR1761674.cmseq.csv,6.434316354,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.31_SRR1761674.cmseq.csv,7.824175824,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.45_SRR1761674.cmseq.csv,4.954858126,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.109_SRR1761674.cmseq.csv,4.675675676,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.2_SRR1761674.cmseq.csv,3.333333333,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.89_SRR1761674.cmseq.csv,2.889518414,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.68_SRR1761664.cmseq.csv,6.187978452,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.15_SRR1761674.cmseq.csv,6.415590103,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.42_SRR1761674.cmseq.csv,6.636451926,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.57_SRR1761674.cmseq.csv,6.871756857,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.81_SRR1761700.cmseq.csv,4.426764586,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.20_SRR1761674.cmseq.csv,6.172504299,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.74_SRR1761674.cmseq.csv,3.021582734,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.92_SRR1761674.cmseq.csv,8.502853798,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.90_SRR1761700.cmseq.csv,5.951682316,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.35_SRR1761700.cmseq.csv,4.61931956,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.99_SRR1761674.cmseq.csv,4.0374488,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.10_SRR1761674.cmseq.csv,5.456399796,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.69_SRR1761700.cmseq.csv,5.201753255,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.85_SRR1761674.cmseq.csv,4.99152105,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.19_SRR1761674.cmseq.csv,7.039337474,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.72_SRR1761700.cmseq.csv,2.598706224,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.98_SRR1761700.cmseq.csv,3.184071581,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.83_SRR1761664.cmseq.csv,1.903699313,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.32_SRR1761674.cmseq.csv,6.72213707,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.43_SRR1761674.cmseq.csv,0,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.14_SRR1761674.cmseq.csv,7.052248736,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.73_SRR1761674.cmseq.csv,6.520914351,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.67_SRR1761674.cmseq.csv,4.101308957,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.82_SRR1761664.cmseq.csv,2.747358309,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.87_SRR1761674.cmseq.csv,4.849498328,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.28_SRR1761664.cmseq.csv,5.76184379,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.91_SRR1761664.cmseq.csv,3.38503085,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.46_SRR1761674.cmseq.csv,10.06066734,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.106_SRR1761664.cmseq.csv,5.521721478,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.4_SRR1761674.cmseq.csv,7.82940802,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.31_SRR1761664.cmseq.csv,11.42857143,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.2_SRR1761664.cmseq.csv,10.28277635,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.56_SRR1761664.cmseq.csv,7.44757773,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.52_SRR1761664.cmseq.csv,8.543021971,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.96_SRR1761664.cmseq.csv,3.517158955,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.61_SRR1761664.cmseq.csv,0.30381751,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.49_SRR1761664.cmseq.csv,4.506405426,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.58_SRR1761674.cmseq.csv,8.43373494,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.108_SRR1761674.cmseq.csv,5.129014294,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.15_SRR1761664.cmseq.csv,8.995411736,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.5_SRR1761674.cmseq.csv,0.283910802,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.20_SRR1761664.cmseq.csv,7.614887961,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.89_SRR1761664.cmseq.csv,1.988937718,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.59_SRR1761664.cmseq.csv,10.45454545,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.45_SRR1761664.cmseq.csv,6.214570649,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.57_SRR1761664.cmseq.csv,7.523670794,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.109_SRR1761664.cmseq.csv,2.642807983,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.74_SRR1761664.cmseq.csv,6.090534979,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.42_SRR1761664.cmseq.csv,8.290277125,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.92_SRR1761664.cmseq.csv,5.009727626,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.80_SRR1761664.cmseq.csv,2.03230292,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.19_SRR1761664.cmseq.csv,8.915906788,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.10_SRR1761664.cmseq.csv,0.6528,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.43_SRR1761664.cmseq.csv,0,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.99_SRR1761664.cmseq.csv,1.961399655,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.32_SRR1761664.cmseq.csv,9.716209716,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.85_SRR1761664.cmseq.csv,4.194956353,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.110_SRR1761674.cmseq.csv,3.673524481,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.73_SRR1761664.cmseq.csv,7.536355299,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.46_SRR1761664.cmseq.csv,6.017757317,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.84_SRR1761674.cmseq.csv,5.095750594,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.51_SRR1761674.cmseq.csv,4.872034956,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.67_SRR1761664.cmseq.csv,4.423579032,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.58_SRR1761664.cmseq.csv,9.615384615,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.40_SRR1761674.cmseq.csv,6.238408363,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.108_SRR1761664.cmseq.csv,4.412831372,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.5_SRR1761664.cmseq.csv,4.043545879,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.14_SRR1761664.cmseq.csv,7.868501277,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.81_SRR1761674.cmseq.csv,5.638366818,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.23_SRR1761674.cmseq.csv,4.537806398,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.87_SRR1761664.cmseq.csv,0.458715596,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.35_SRR1761674.cmseq.csv,8.032810069,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.90_SRR1761674.cmseq.csv,9.079445145,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.69_SRR1761674.cmseq.csv,5.165251941,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.110_SRR1761664.cmseq.csv,3.89121636,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.72_SRR1761674.cmseq.csv,3.977468675,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.98_SRR1761674.cmseq.csv,8.859784284,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.4_SRR1761664.cmseq.csv,9.854227405,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.51_SRR1761664.cmseq.csv,3.976353454,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.40_SRR1761664.cmseq.csv,5.171977744,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.84_SRR1761664.cmseq.csv,5.034881834,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.81_SRR1761664.cmseq.csv,4.900881057,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.35_SRR1761664.cmseq.csv,8.909199624,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.23_SRR1761664.cmseq.csv,5.457237793,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.90_SRR1761664.cmseq.csv,7.956291617,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.69_SRR1761664.cmseq.csv,3.924321433,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.72_SRR1761664.cmseq.csv,3.626107977,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Child/refined_bins_50_10_renamed/Child_metawrap_refined_bin.98_SRR1761664.cmseq.csv,10.70512821,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.29_SRR1930134.cmseq.csv,3.603603604,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.56_SRR1930134.cmseq.csv,2.973977695,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.6_SRR1930134.cmseq.csv,3.067560091,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.8_SRR1930134.cmseq.csv,5.029337804,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.43_SRR1930134.cmseq.csv,5.714285714,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.19_SRR1930134.cmseq.csv,4.934848905,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.42_SRR1930134.cmseq.csv,12.87878788,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.29_SRR1930128.cmseq.csv,5.747126437,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.56_SRR1930128.cmseq.csv,1.901140684,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.6_SRR1930132.cmseq.csv,3.571428571,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.43_SRR1930132.cmseq.csv,4.198473282,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.19_SRR1930132.cmseq.csv,5.235602094,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.8_SRR1930128.cmseq.csv,8.238387379,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.6_SRR1930128.cmseq.csv,0.506431682,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.43_SRR1930128.cmseq.csv,4.617676266,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.42_SRR1930128.cmseq.csv,1.103752759,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.19_SRR1930128.cmseq.csv,1.03082109,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.29_SRR1929574.cmseq.csv,1.503759398,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.56_SRR1929574.cmseq.csv,2.339181287,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.4_SRR1930134.cmseq.csv,3.065542749,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.55_SRR1930134.cmseq.csv,3.65940279,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.65_SRR1930134.cmseq.csv,4.213564214,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.57_SRR1930134.cmseq.csv,0.187853048,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.3_SRR1930134.cmseq.csv,4,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.9_SRR1930134.cmseq.csv,3.200692042,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.44_SRR1930134.cmseq.csv,1.503372049,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.6_SRR1929574.cmseq.csv,5.553812363,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.8_SRR1929574.cmseq.csv,3.191489362,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.7_SRR1930134.cmseq.csv,1.669195751,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.29_SRR1761717.cmseq.csv,0.756032172,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.43_SRR1929574.cmseq.csv,8.467023173,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.19_SRR1929574.cmseq.csv,4.472873284,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.56_SRR1761717.cmseq.csv,0.548396779,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.49_SRR1930134.cmseq.csv,4.185755935,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.15_SRR1930134.cmseq.csv,3.442176871,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.24_SRR1930134.cmseq.csv,6.759656652,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.34_SRR1930134.cmseq.csv,2.476269088,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.52_SRR1930134.cmseq.csv,0.068400663,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.5_SRR1930134.cmseq.csv,0.008952075,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.26_SRR1930134.cmseq.csv,5.489285337,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.17_SRR1930134.cmseq.csv,5.269072294,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.55_SRR1930132.cmseq.csv,1.567039806,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.4_SRR1930132.cmseq.csv,3.561116458,Co-assembly
data/03_binning_analyses/singlerun_coassembly/cmseq/Teenager/refined_bins_50_10_renamed/Teenager_metawrap_refined_bin.63_SRR1930134.cmseq.csv,4.317517427,Co-assembly
